show_title,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name
Time Trap,Films (English),tt4815122,movie,Time Trap,Time Trap,0,2017,\N,87,"Action,Adventure,Mystery",6.2,41538,"nm3246780,nm3244731","Ben Foster, Mark Dennis"
One More Time,Films (Non-English),tt21216870,movie,One More Time,One More Time,0,2023,\N,85,"Comedy,Drama,Romance",5.7,2228,nm2671574,Jonatan Etzler
Dasara,Films (Non-English),tt15440322,movie,Dasara,Dasara,0,2023,\N,156,"Action,Adventure,Drama",6.7,10032,nm9577930,Srikanth Odela
Phenomena,Films (Non-English),tt18315204,movie,Phenomena,Fenómenas,0,2023,\N,94,Horror,5.4,2712,nm1724912,Carlos Therón
The Snowman,Films (English),tt1758810,movie,The Snowman,The Snowman,0,2017,\N,119,"Crime,Drama,Mystery",5.1,69838,nm0019247,Tomas Alfredson
Mighty Morphin Power Rangers: Once & Always,Films (English),tt23219684,movie,Mighty Morphin Power Rangers: Once & Always,Mighty Morphin Power Rangers: Once & Always,0,2023,\N,55,"Action,Adventure,Family",5.7,6119,nm0368124,Charlie Haskell
Trolls World Tour,Films (English),tt6587640,movie,Trolls World Tour,Trolls World Tour,0,2020,\N,91,"Adventure,Animation,Comedy",6.1,26394,"nm0230666,nm1019583","Walt Dohrn, David P. Smith"
Noah,Films (English),tt22045722,movie,Noah,Noah,0,2021,\N,\N,"Drama,History",,,nm5910060,Robert Savo
The Last Stand,Films (English),tt16711054,movie,The Last Stand,The Last Stand,0,2022,\N,54,Documentary,,,nm1078394,Peter von Puttkamer
Home,Films (English),tt18266584,movie,Home,Home,0,2023,\N,111,"Crime,Drama",9.2,9,nm6469435,Benny Fredman
Matilda,Films (English),tt0117008,movie,Matilda,Matilda,0,1996,\N,98,"Comedy,Family,Fantasy",7,168738,nm0000362,Danny DeVito
Murder Mystery,Films (English),tt1618434,movie,Murder Mystery,Murder Mystery,0,2019,\N,97,"Action,Comedy,Crime",6,161709,nm1760830,Kyle Newacheck
Oh Belinda,Films (Non-English),tt20567314,movie,Oh Belinda,Aaahh Belinda,0,2023,\N,97,"Comedy,Drama",5.3,2942,nm5519375,Deniz Yorulmazer
Chor Nikal Ke Bhaga,Films (Non-English),tt22297828,movie,Chor Nikal Ke Bhaga,Chor Nikal Ke Bhaga,0,2023,\N,110,"Crime,Drama,Thriller",7.5,51429,nm3675099,Ajay Singh
La Parisienne,Films (Non-English),tt5993456,movie,La Parisienne,Mission Pays Basque,0,2017,\N,100,"Comedy,Romance",4.7,634,nm0076307,Ludovic Bernard
The Bourne Legacy,Films (English),tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,\N,135,"Action,Adventure,Thriller",6.6,311753,nm0006904,Tony Gilroy
Shark Tale,Films (English),tt0307453,movie,Shark Tale,Shark Tale,0,2004,\N,90,"Adventure,Animation,Comedy",6,194367,"nm0074426,nm0421776,nm1224299","Bibo Bergeron, Vicky Jenson, Rob Letterman"
Over the Hedge,Films (English),tt0327084,movie,Over the Hedge,Over the Hedge,0,2006,\N,83,"Adventure,Animation,Comedy",6.7,185820,"nm0426333,nm0456732","Tim Johnson, Karey Kirkpatrick"
Luther: The Fallen Sun,Films (English),tt3155298,movie,Luther: The Fallen Sun,Luther: The Fallen Sun,0,2023,\N,129,"Crime,Drama,Mystery",6.4,59155,nm0668350,Jamie Payne
Faraaz,Films (Non-English),tt15175188,movie,Faraaz,Faraaz,0,2022,\N,112,"Action,Thriller",5,1766,nm0576554,Hansal Mehta
Johnny,Films (Non-English),tt15538570,movie,Johnny,Johnny,0,2022,\N,119,"Biography,Drama",7,2164,nm10819171,Daniel Jaroszek
The Takedown,Films (Non-English),tt13822738,movie,The Takedown,Loin du périph,0,2022,\N,119,"Action,Comedy,Crime",5.7,8303,nm0504642,Louis Leterrier
Switch,Films (Non-English),tt24076346,movie,Switch,Switch,0,2023,\N,113,"Comedy,Drama,Fantasy",6.7,398,nm14314554,Ma Dae-Yoon
I See You,Films (English),tt1249439,movie,I See You,I See You,0,2019,\N,78,Thriller,2.6,694,nm0776893,Andrew Schuth
The Magician's Elephant,Films (English),tt2560092,movie,The Magician's Elephant,The Magician's Elephant,0,2023,\N,99,"Adventure,Animation,Comedy",6.5,5069,nm0737258,Wendy Rogers
Minions: The Rise of Gru,Films (English),tt5113044,movie,Minions: The Rise of Gru,Minions: The Rise of Gru,0,2022,\N,87,"Adventure,Animation,Comedy",6.5,79567,"nm0049633,nm1556070,nm3646390","Kyle Balda, Brad Ableson, Jonathan del Val"
Hotel Transylvania 2,Films (English),tt2510894,movie,Hotel Transylvania 2,Hotel Transylvania 2,0,2015,\N,89,"Adventure,Animation,Comedy",6.6,138125,nm0850733,Genndy Tartakovsky
Dragged Across Concrete,Films (English),tt6491178,movie,Dragged Across Concrete,Dragged Across Concrete,0,2018,\N,158,"Action,Crime,Drama",6.9,53140,nm0951975,S. Craig Zahler
Trolls,Films (English),tt1679335,movie,Trolls,Trolls,0,2016,\N,92,"Adventure,Animation,Comedy",6.4,88190,"nm0230666,nm0593610","Walt Dohrn, Mike Mitchell"
Furies,Films (Non-English),tt25260664,movie,Furies,Thanh Soi: Cuc Dai Trong Dem,0,2022,\N,\N,Action,6.1,115,\N,Ngô Thanh Vân
Still Time,Films (Non-English),tt15654800,movie,Still Time,Era ora,0,2022,\N,109,"Comedy,Drama",6.6,3641,nm1192470,Alessandro Aronadio
In His Shadow,Films (Non-English),tt26763229,movie,In His Shadow,Le roi des ombres,0,2023,\N,89,"Crime,Drama,Thriller",4.8,813,nm5286739,Marc Fouchard
Money Shot: The Pornhub Story,Films (English),tt26739529,movie,Money Shot: The Pornhub Story,Money Shot: The Pornhub Story,0,2023,\N,94,Documentary,5.4,4604,nm3724393,Suzanne Hillinger
Perfume: The Story of a Murderer,Films (English),tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,\N,147,"Crime,Drama,Fantasy",7.5,261458,nm0878756,Tom Tykwer
Riddick,Films (English),tt1411250,movie,Riddick,Riddick,0,2013,\N,119,"Action,Adventure,Sci-Fi",6.4,175118,nm0878638,David Twohy
We Have a Ghost,Films (English),tt7798604,movie,We Have a Ghost,We Have a Ghost,0,2023,\N,126,"Adventure,Comedy,Family",6.1,30416,nm0484907,Christopher Landon
Noise,Films (Non-English),tt28920511,movie,Noise,Noise,0,2023,\N,\N,Sci-Fi,,,nm15221736,Boris Schaarschmidt
City of God,Films (Non-English),tt1854518,movie,City of God,City of God,0,2011,\N,145,Drama,7,672,nm3859342,Lijo Jose Pellissery
Sky High,Films (Non-English),tt10978398,movie,Sky High,Hasta el cielo,0,2020,\N,121,"Action,Adventure,Crime",5.6,4541,nm0130714,Daniel Calparsoro
Faraway,Films (English),tt18747542,movie,Faraway,Faraway,0,2023,\N,109,"Comedy,Drama,Romance",6.7,4809,nm0429774,Vanessa Jopp
The Hunger Games: Catching Fire,Films (English),tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi",7.5,695330,nm1349376,Francis Lawrence
Turbo,Films (English),tt1860353,movie,Turbo,Turbo,0,2013,\N,96,"Adventure,Animation,Comedy",6.4,106825,nm1659741,David Soren
The Hunger Games,Films (English),tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,\N,142,"Action,Adventure,Sci-Fi",7.2,964966,nm0002657,Gary Ross
Kick-Ass 2,Films (English),tt1650554,movie,Kick-Ass 2,Kick-Ass 2,0,2013,\N,103,"Action,Comedy,Crime",6.5,283838,nm0905592,Jeff Wadlow
Kuttey,Films (Non-English),tt15281704,movie,Kuttey,Kuttey,0,2023,\N,109,"Action,Comedy,Crime",5.5,10412,nm2779901,Aasmaan Bhardwaj
Vaathi,Films (Non-English),tt15427980,movie,Vaathi,Vaathi,0,2023,\N,139,"Action,Drama",7.3,9368,nm4951006,Venky Atluri
Sir,Films (Non-English),tt26734068,movie,Sir,Sir,0,2023,\N,\N,\N,,,\N,
This Is Where I Leave You,Films (English),tt1371150,movie,This Is Where I Leave You,This Is Where I Leave You,0,2014,\N,103,"Comedy,Drama",6.6,87035,nm0506613,Shawn Levy
World War Z,Films (English),tt0816711,movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror",7,701719,nm0286975,Marc Forster
Burlesque,Films (English),tt1586713,movie,Burlesque,Burlesque,0,2010,\N,90,Drama,6.9,73,nm3313266,Dominic Deacon
10 Days of a Good Man,Films (Non-English),tt23334464,movie,10 Days of a Good Man,Iyi Adamin 10 Günü,0,2023,\N,124,"Crime,Drama,Mystery",6.5,4869,nm1760721,Uluç Bayraktar
Tonight You're Sleeping with Me,Films (Non-English),tt26548664,movie,Tonight You're Sleeping with Me,Dzisiaj spisz ze mna,0,2023,\N,92,"Drama,Romance",3.8,961,nm2206678,Robert Wichrowski
Men of Plastic,Films (Non-English),tt23157348,movie,Men of Plastic,Men of Plastic,0,2022,\N,112,"Comedy,Crime,Drama",5.5,341,nm14367731,Jin-soon Im
Unlocked,Films (Non-English),tt26160190,movie,Unlocked,Unlocked,0,2023,\N,117,"Crime,Drama,Mystery",6.4,8658,nm5970389,Tae-joon Kim
Carandiru,Films (Non-English),tt0293007,movie,Carandiru,Carandiru,0,2003,\N,145,"Crime,Drama",7.5,21291,nm0002199,Hector Babenco
Ibiza,Films (Non-English),tt7942936,movie,Ibiza,Ibiza,0,2019,\N,87,Comedy,5,2388,nm0501548,Arnaud Lemort
Iratta,Films (Non-English),tt25406500,movie,Iratta,Iratta,0,2023,\N,112,"Drama,Thriller",7.7,4200,nm14424090,Rohit M.G. Krishnan
The Strays,Films (English),tt16437278,movie,The Strays,The Strays,0,2023,\N,100,"Drama,Thriller",4.8,10902,nm2533322,Nathaniel Martello-White
The Condemned,Films (English),tt3164988,movie,The Condemned,The Condemned,0,2013,\N,80,"Crime,Documentary",7.3,373,nm0713864,Nick Read
R.I.P.D.,Films (English),tt0790736,movie,R.I.P.D.,R.I.P.D.,0,2013,\N,96,"Action,Adventure,Comedy",5.6,141320,nm0777881,Robert Schwentke
Bad Boys for Life,Films (English),tt1502397,movie,Bad Boys for Life,Bad Boys for Life,0,2020,\N,124,"Action,Comedy,Crime",6.5,170617,"nm4816401,nm4263190","Bilall Fallah, Adil El Arbi"
Your Place or Mine,Films (English),tt12823454,movie,Your Place or Mine,Your Place or Mine,0,2023,\N,109,"Comedy,Romance",5.7,36103,nm0112459,Aline Brosh McKenna
Call Me Chihiro,Films (Non-English),tt21825858,movie,Call Me Chihiro,Call Me Chihiro,0,2023,\N,131,Drama,6.9,2804,nm4219316,Rikiya Imaizumi
Waltair Veerayya,Films (Non-English),tt15281402,movie,Waltair Veerayya,Waltair Veerayya,0,2023,\N,155,"Action,Drama",6.2,7347,nm5725247,K.S. Ravindra
Viking Wolf,Films (Non-English),tt13051810,movie,Viking Wolf,Vikingulven,0,2022,\N,97,"Horror,Thriller",5.2,6734,nm1457169,Stig Svendsen
Army of One,Films (English),tt7153488,movie,Army of One,Army of One,0,2020,\N,87,Action,4.5,6015,nm2532541,Stephen Durham
The Woman King,Films (English),tt8093700,movie,The Woman King,The Woman King,0,2022,\N,135,"Action,Drama,History",6.9,68621,nm0697656,Gina Prince-Bythewood
2 Guns,Films (English),tt1272878,movie,2 Guns,2 Guns,0,2013,\N,109,"Action,Thriller",6.7,221742,nm0466349,Baltasar Kormákur
Jurassic World,Films (English),tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi",6.9,667501,nm1119880,Colin Trevorrow
Mission: Impossible - Fallout,Films (English),tt4912910,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,\N,147,"Action,Adventure,Thriller",7.7,366802,nm0003160,Christopher McQuarrie
Cirkus,Films (Non-English),tt11112808,movie,Cirkus,Cirkus,0,2022,\N,139,"Comedy,Drama",4.5,23201,nm1460159,Rohit Shetty
Squared Love All Over Again,Films (Non-English),tt26369131,movie,Squared Love All Over Again,Milosc do kwadratu jeszcze raz,0,2023,\N,99,"Comedy,Romance",4.6,647,nm0959108,Filip Zylber
All the Places,Films (Non-English),tt12616964,movie,All the Places,A Todas Partes,0,2023,\N,97,"Adventure,Comedy,Drama",5.5,367,nm0950426,Pitipol Ybarra
Re/Member,Films (Non-English),tt21250176,movie,Re/Member,Re/Member,0,2022,\N,102,"Drama,Horror,Mystery",5.1,3297,nm1729121,Eiichirô Hasumi
Elite Squad,Films (Non-English),tt0861739,movie,Elite Squad,Tropa de Elite,0,2007,\N,115,"Action,Crime,Drama",8,108178,nm0655683,José Padilha
An Inconvenient Love,Films (Non-English),tt21801648,movie,An Inconvenient Love,An Inconvenient Love,0,2022,\N,124,"Comedy,Romance",5.9,454,nm5748746,Petersen Vargas
The Last Mercenary,Films (Non-English),tt12808182,movie,The Last Mercenary,Le dernier mercenaire,0,2021,\N,110,"Action,Adventure,Comedy",5.3,9473,nm1925637,David Charhon
You People,Films (English),tt14826022,movie,You People,You People,0,2023,\N,117,"Comedy,Romance",5.5,60051,nm1244069,Kenya Barris
47 Meters Down: Uncaged,Films (English),tt7329656,movie,47 Meters Down: Uncaged,47 Meters Down: Uncaged,0,2019,\N,90,"Adventure,Drama,Horror",5,29967,nm1266897,Johannes Roberts
True Spirit,Films (English),tt2353868,movie,True Spirit,True Spirit,0,2023,\N,109,"Adventure,Biography,Drama",6.8,8713,nm1417049,Sarah Spillane
Bloodshot,Films (English),tt1634106,movie,Bloodshot,Bloodshot,0,2020,\N,109,"Action,Adventure,Sci-Fi",5.7,82710,nm1702145,Dave Wilson
Infiesto,Films (Non-English),tt15789492,movie,Infiesto,Infiesto,0,2023,\N,96,"Crime,Drama,Thriller",5.6,4016,nm0025538,Patxi Amezcua
"Lyle, Lyle, Crocodile",Films (English),tt14668630,movie,"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile",0,2022,\N,106,"Adventure,Animation,Comedy",6.1,13484,"nm0330347,nm0817447","Josh Gordon, Will Speck"
Sniper: Ultimate Kill,Films (English),tt6349302,movie,Sniper: Ultimate Kill,Sniper: Ultimate Kill,0,2017,\N,90,"Action,Drama,Thriller",5.6,5611,nm0299603,Claudio Fäh
Enough,Films (English),tt10433502,movie,Enough,Enough,0,2023,\N,\N,\N,,,nm3082385,Kristy Brooks
Thunivu,Films (Non-English),tt15163652,movie,Thunivu,Thunivu,0,2023,\N,146,"Action,Crime,Thriller",6.1,28571,nm6474441,H. Vinoth
Vadh,Films (Non-English),tt10233718,movie,Vadh,Vadh,0,2022,\N,110,"Crime,Drama,Thriller",7.2,5726,"nm8012613,nm2426355","Rajeev Barnwal, Jaspal Singh Sandhu"
My Name Is Vendetta,Films (Non-English),tt15229674,movie,My Name Is Vendetta,Il mio nome è vendetta,0,2022,\N,90,"Action,Crime,Drama",5.5,5340,nm0326995,Cosimo Gomez
Troll,Films (Non-English),tt11116912,movie,Troll,Troll,0,2022,\N,101,"Action,Adventure,Drama",5.8,46850,nm1012385,Roar Uthaug
The Hurricane Heist,Films (English),tt5360952,movie,The Hurricane Heist,The Hurricane Heist,0,2018,\N,103,"Action,Adventure,Crime",5.1,21929,nm0003418,Rob Cohen
Flushed Away,Films (English),tt0424095,movie,Flushed Away,Flushed Away,0,2006,\N,85,"Action,Adventure,Animation",6.6,135188,"nm0101047,nm0271402","David Bowers, Sam Fell"
Inheritance,Films (English),tt14675668,movie,Inheritance,Inheritance,0,2021,\N,97,Drama,,,nm9355238,Holly Black
An Action Hero,Films (Non-English),tt15600222,movie,An Action Hero,An Action Hero,0,2022,\N,130,"Action,Comedy,Crime",7,31147,nm5518137,Anirudh Iyer
The Price of Family,Films (Non-English),tt21149522,movie,The Price of Family,Natale a tutti i costi,0,2022,\N,90,Comedy,5.9,1371,nm4996440,Giovanni Bognetti
Mission Majnu,Films (Non-English),tt13131232,movie,Mission Majnu,Mission Majnu,0,2023,\N,129,"Action,Drama,History",7.1,42995,nm7424077,Shantanu Bagchi
Puss in Boots,Films (English),tt0448694,movie,Puss in Boots,Puss in Boots,0,2011,\N,90,"Adventure,Animation,Comedy",6.6,186911,nm1844237,Chris Miller
Devotion,Films (English),tt18950814,movie,Devotion,Devoción,0,2023,\N,82,"Drama,Romance",6.3,41,nm0751714,Rafa Russo
Dog Gone,Films (English),tt15334430,movie,Dog Gone,Dog Gone,0,2023,\N,95,"Biography,Drama,Family",6,5684,nm0378893,Stephen Herek
The Pale Blue Eye,Films (English),tt14138650,movie,The Pale Blue Eye,The Pale Blue Eye,0,2022,\N,128,"Crime,Horror,Mystery",6.6,115979,nm0178376,Scott Cooper
Dhamaka,Films (Non-English),tt15685876,movie,Dhamaka,Dhamaka,0,2022,\N,144,"Action,Comedy,Thriller",6.3,5104,nm6650012,Trinadha Rao Nakkina
The Hatchet Wielding Hitchhiker,Films (English),tt24509990,movie,The Hatchet Wielding Hitchhiker,The Hatchet Wielding Hitchhiker,0,2023,\N,85,"Crime,Documentary",6.2,11560,nm2591865,Colette Camden
Disconnect: The Wedding Planner,Films (English),tt24640474,movie,Disconnect: The Wedding Planner,Disconnect: The Wedding Planner,0,2022,\N,106,"Comedy,Romance",4.1,206,nm2131616,David 'Tosh' Gitonga
Kaapa,Films (Non-English),tt15251536,movie,Kaapa,Kaapa,0,2022,\N,136,"Action,Crime,Thriller",5.9,6357,nm0435050,Shaji Kailas
Lesson Plan,Films (Non-English),tt23343786,movie,Lesson Plan,Plan lekcji,0,2022,\N,101,"Action,Crime,Drama",5,1772,nm10625383,Daniel Markowicz
Alkhallat+,Films (Non-English),tt22497768,movie,Alkhallat+,Alkhallat+,0,2022,\N,118,"Comedy,Drama,Mystery",6.8,3140,"nm8941712,nm2942686","Ayman Samman, Fahad Alammari"
Jumanji: The Next Level,Films (English),tt7975244,movie,Jumanji: The Next Level,Jumanji: The Next Level,0,2019,\N,123,"Action,Adventure,Comedy",6.7,271794,nm0440458,Jake Kasdan
Transformers: Dark of the Moon,Films (English),tt1399103,movie,Transformers: Dark of the Moon,Transformers: Dark of the Moon,0,2011,\N,154,"Action,Adventure,Sci-Fi",6.2,426127,nm0000881,Michael Bay
Colombiana,Films (English),tt1657507,movie,Colombiana,Colombiana,0,2011,\N,108,"Action,Drama,Thriller",6.4,105747,nm0576298,Olivier Megaton
Daddy Day Care,Films (English),tt0317303,movie,Daddy Day Care,Daddy Day Care,0,2003,\N,92,"Comedy,Family",5.6,72445,nm0139867,Steve Carr
How I Became a Gangster,Films (Non-English),tt10804178,movie,How I Became a Gangster,Jak zostalem gangsterem. Historia prawdziwa,0,2019,\N,140,"Crime,Drama",6.9,4475,nm10398220,Maciej Kawulski
The Raid 2,Films (Non-English),tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,\N,150,"Action,Crime,Thriller",7.9,129178,nm2153088,Gareth Evans
The Kings of the World,Films (Non-English),tt15399372,movie,The Kings of the World,Los reyes del mundo,0,2022,\N,103,"Adventure,Drama",7,1952,nm2005384,Laura Mora Ortega
Confidential Assignment 2: International,Films (Non-English),tt21867370,movie,Confidential Assignment 2: International,Gongjo 2: Inteonaesyeonal,0,2022,\N,129,"Action,Comedy,Thriller",6.6,1813,nm2463304,Seok-hoon Lee
Thai Massage,Films (Non-English),tt20838498,movie,Thai Massage,Thai Massage,0,2022,\N,124,Comedy,6.2,1807,nm4726499,Mangesh Hadawale
"Farewell, Mr. Haffmann",Films (Non-English),tt10545704,movie,"Farewell, Mr. Haffmann",Adieu Monsieur Haffmann,0,2021,\N,115,Drama,7,2595,nm0146991,Fred Cavayé
White Noise,Films (English),tt6160448,movie,White Noise,White Noise,0,2022,\N,136,"Comedy,Drama,Horror",5.7,42003,nm0000876,Noah Baumbach
Honest Thief,Films (English),tt1838556,movie,Honest Thief,Honest Thief,0,2020,\N,99,"Action,Thriller",6,55594,nm0931251,Mark Williams
Knives Out,Films (English),tt8946378,movie,Knives Out,Knives Out,0,2019,\N,130,"Comedy,Crime,Drama",7.9,744427,nm0426059,Rian Johnson
Mili,Films (Non-English),tt15257644,movie,Mili,Mili,0,2022,\N,127,"Drama,Thriller",6.7,10753,nm10879939,Mathukutty Xavier
Gatta Kusthi,Films (Non-English),tt21617996,movie,Gatta Kusthi,Gatta Kusthi,0,2022,\N,144,"Comedy,Drama,Romance",6.5,2478,nm10346015,Chella Ayyavu
God's Crooked Lines,Films (Non-English),tt13229894,movie,God's Crooked Lines,Los renglones torcidos de Dios,0,2022,\N,154,"Drama,Mystery,Thriller",7,20115,nm1079062,Oriol Paulo
Double XL,Films (Non-English),tt15614274,movie,Double XL,Double XL,0,2022,\N,128,"Comedy,Drama",4.6,4258,nm4482474,Satram Ramani
7 Women and a Murder,Films (Non-English),tt15206378,movie,7 Women and a Murder,7 donne e un mistero,0,2021,\N,82,"Comedy,Crime,Mystery",5.4,5520,nm3500190,Alessandro Genovesi
The Invitation,Films (English),tt11719504,movie,The Invitation,L'Invitation,0,2022,\N,78,Documentary,7.8,6,nm3105038,Fabrizio Maltese
After Ever Happy,Films (English),tt13070038,movie,After Ever Happy,After Ever Happy,0,2022,\N,95,"Drama,Romance",4.6,9524,nm2500541,Castille Landon
How the Grinch Stole Christmas,Films (English),tt11404286,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2019,\N,105,\N,,,nm8058066,Stan McClintock
Bullet Train,Films (English),tt12593682,movie,Bullet Train,Bullet Train,0,2022,\N,127,"Action,Comedy,Thriller",7.3,390206,nm0500610,David Leitch
A Not So Merry Christmas,Films (Non-English),tt23808016,movie,A Not So Merry Christmas,Reviviendo la Navidad,0,2022,\N,100,"Comedy,Fantasy",4.8,906,nm4204713,Mark Alazraki
The Big 4,Films (Non-English),tt15528292,movie,The Big 4,The Big 4,0,2022,\N,141,"Action,Comedy,Crime",6.1,3272,nm3464186,Timo Tjahjanto
The Volcano: Rescue from Whakaari,Films (English),tt21439528,movie,The Volcano: Rescue from Whakaari,The Volcano: Rescue from Whakaari,0,2022,\N,98,Documentary,7.3,7644,nm0448311,Rory Kennedy
A Bad Moms Christmas,Films (English),tt6359956,movie,A Bad Moms Christmas,A Bad Moms Christmas,0,2017,\N,104,Comedy,5.6,55701,"nm0524190,nm0601859","Jon Lucas, Scott Moore"
